index_f,Nuovo ID,hallow_back,rilegatura_moderna,Colonna1,Collocazione,roman_converted,disambiguatore,numero_del_codice,numerazione_araba,numerazione_romana_alternativa,ulteriore_numerazione_arabaoromana,identificativo_parte,Spagnolo,note,titolo,materiale,datazione_i,datazione_i,datazione_f,lingua,fogli,altezza,ampiezza,rilegatura,tipo_rilegatura,materiale_rilegatura,palinsesto,testo_indistinto,danni_fuoco,cancro_pergamena,margini_danneggiati,danni_umidita,restaurato,anno_restauro,dorature,disegni,miniato,colori,rosso,blue,preferred_manifest_url
504,m0482_0,,,,[I 4 12],482,_0,CCCCLXXXII,325,,,,467,,Ordini e capitoli dell'Accademia di S. Luca in Roma,cartaceo,1600,1601,1700,,80,145,102,rilegato,pergamena,,,,,,,,,,,,,,,,
505,m0433_0,,,,[I 4 13],433,_0,CCCCXXXIII,326,,,,467,,Trattati sull'incendio del divino amore,membranaceo,1300,1301,1400,,60,253,180,rilegato,assi e fermagli,,,,,,,,,,,,1,,1,,
506,m0484_0,,,,[I 4 14],484,_0,CCCCLXXXIV,327,,,,467-468,,Da Foligno b. Gentile: Volgarizzamento delle tavole spirituali,membranaceo,1300,1301,1500,,106,245,170,rilegato,assi coperte di tela e fermagli,,,,,,,,,,,,,,1,1,
507,m0485_0,,,,[I 4 15],485,_0,CCCCLXXXV,329,,,,468,,Delle Celle Giovanni mon. di Vallombrosa: La Somma maestruzza volgarizzata,bombacino,1425,1425,1500,,148,218,150,rilegato,cartoncino,,,,,,,,,,,1,,,1,,
508,m0486_0,,,,[I 4 16],486,_0,CCCCLXXXVI,330,,,,469,,Alberti Leone Battista: Dialogo fra due amanti Pullimaco e Philarco,bombacino,1400,1401,1500,,36,230,145,rilegato,assi coperte di pelle con impressioni e fermaglio,,,,,,,,,,,,1,,,,
509,m0487_0,,,,[I 4 17],487,_0,CCCCLXXXVII,331,,,,469,,Quadriga spirituale,membranaceo,1400,1401,1500,,94,205,137,rilegato,assi coperte di pelle,,,,,,,,,,,,,,1,1,
510,m0488_0,,,,[I 4 18],488,_0,CCCCLXXXVIII,322,,,,469-470,,"Panciera, fra Ugo dei Minori, Cavlaca, fra Domenico ed altri, o Miscellanea?",membranaceo,1300,1301,1400,,142,275,195,rilegato,assi coperte di pelle e due fermagli,,,,,,,,,,1,,1,1,1,1,
511,m0489_0,,,,[I 4 19],489,_0,CCCCLXXXIX,333,,,,470,,"Rossi Giovanni, Descrizione delle cose di Cipro",cartaceo,1579,1575,1580,,38,180,135,rilegato,pelle,,,,,,,,,,,,,,,,
512,m0490_0,,,,[I 4 20],490,_0,CCCCXC,334,,,,470,cartac. o bombacinaceo?,Secreti et rimedi per le infermità dei cavalli,cartaceo,1500,1501,1600,,100,,,rilegato,pelle,,,,,,,,,,,,,,,,
513,m0491_0,,,,[I 4 21],491,_0,CCCCXCI,335,,,,471-473,,Mazzo di fiori ossia raccolta di composizioni in prosa e in versi di più autori,cartaceo,1400,1401,1500,,210,270,143,rilegato,assi coperte di pelle con impressioni,,,,,,,,,,1,,1,1,1,,
514,m0492_0,,,,[I 4 22],492,_0,CCCCXCII,337,,,,473,,Capitoli di frate Egidio compagno di S. Francesco,cartaceo,1300,1301,1500,,41,154,111,rilegato,assi coperte di pelle,,,,,,,,,,,,,,1,,
515,m0493_0,,,,[I 4 23],493,_0,CCCCXCIII,338,,,,473-474,,Documenti politici e morali e cabala intellettiva,cartaceo,1700,1701,1800,,131,220,160,rilegato,pergamena,,,,,,,,,,,,,,,,
516,m0494_0,,,,[I 4 24],494,_0,CCCCXCIV,339,,,,474,,Porcacchi Tommaso: Storia della famiglia Malaspina,cartaceo,1500,1501,1600,,48,340,240,rilegato,cartoncino,,,,,,,,,,,,,,,,
517,m0495_0,,,,[I 4 25],495,_0,CCCCXCV,340,,,,474,,Trattato dell'ambasciatore,cartaceo,1500,1501,1600,,156,200,140,rilegato,pergamena,,,,,,,1,,,,,,,,,
518,m0496_0,,,,[I 4 26],496,_0,CCCCXCVI,341,,,,475,,Descrizione storiche delle cose naturali etc.,cartaceo,1600,1601,1700,,90,250,150,rilegato,pergamena,,,,,,,,,,,,,,,,
519,m0497_0,,,,[I 4 27],497,_0,CCCCXCVII,342,,,,475,,Burlamachi P.: Delle famiglie principesche d'Europa,cartaceo,1700,1701,1800,,357,230,155,rilegato,cartoncino,,,,,,,,,,,,,,,,
520,m0498_0,,,,[I 4 28],498,_0,CCCCXCVIII,348,,,,475,,Ordini e regole per li Rettori veneti,membranaceo,1500,1501,1600,,182,225,162,rilegato,mezza pelle,,,,,,,,,,,,,,1,,
521,m0499_0,,,,[II 4 1],499,_0,CCCCXCIX,346,,,,476,,Morando Giuseppe: Discorsi medici e filosofici,cartaceo,1600,1601,1700,,82,300,210,rilegato,cartoncino,,,,,,,,,,,,,,,,
522,m0500_0,,,,[II 4 2],500,_0,D,352,,,,476,,Trattato del santo sacrificio della messa,membranaceo,1300,1301,1500,,58,250,170,rilegato,mezza pelle,,,,,,,,,,,,,,1,,
523,m0501_0,,,,[II 4 3],501,_0,DI,362,,,,477,,Panciera fra Ugo: Trattati sulla perfezione,membranaceo,1300,1301,1400,,89,200,140,rilegato,assi coperte di pelle verde con borchie e fermagli,,,,,,,,,,,,,,1,,
524,m0502_0,,,,[II 4 4],502,_0,DII,366,,,,477-478,,Zagata: Cronache di Verona,cartaceo,1300,1301,1600,,211,200,150,rilegato,pergamena,,,,,,1,,,,,,,,1,,
525,m0503_0,,,,[II 4 5],503,_0,DIII,367,,,,478,,Volgarizz. dei Soliloqui di santo Agostino,bombacino,1300,1301,1400,,62,210,145,rilegato,assi coperte di borchie e fermaglio,,,,,,,,,,,1,,1,1,,
526,m0504_0,,,,[II 4 6],504,_0,DIV,368,,,,479,,Cavalca Domenico: Trattato della pazienza,membranaceo,1300,1301,1500,,70,245,170,rilegato,assi coperte di pelle con eleganti impressioni e borchie,,,,,,,,,,,,,,1,1,
527,m0505_0,,,,[II 4 7],505,_0,DV,373,,,,479,,Parti ed ordini del principe sereniss. della Repubblica Veneta ai suoi Rettori di Verona,membranaceo,1600,1601,1700,,176,210,160,rilegato,assi coperte da tessuto di damasco e oro,,,,,,,,,,,1,,,,,
528,m0506_0,,,,[II 4 8],506,_0,DVI,385,,,,480,,Le cose maravigliose di Roma,cartaceo,1700,1701,1800,,98,142,250,rilegato,cartoncino,,,,,,,,,,,1,,,,,
529,m0507_0,,,,[II 4 9],507,_0,DVII,386,,,,480,,Rossi fra Girolamo veron. Crucifero: Discorso sopra l'armonia,cartaceo,1590,1575,1591,,30,193,145,rilegato,pergamena,,,,,,,,,,,,,,,,
530,m0508_0,,1,,[II 4 10],508,_0,DVIII,387,,,,481,,Latini Brunetto: Livre du tresor,membranaceo,1300,1301,1400,,256,340,240,rilegato,assi coperte di pelle e borchie,,,,,,,,,,1,,1,1,1,,
531,m0509_0,,,,[II 4 11],509,_0,DIX,398,,,,481,,Gènéalogie de la famille royale,cartaceo,1600,1601,1700,,42,220,290,rilegato,pelle,,,,,,,,,,,,,,,,
532,m0510_0,,,,[II 4 12],510,_0,DX,397,,,,481,,De la guerre et de l'estat du general,cartaceo,1600,1601,1700,,41,300,200,rilegato,pergamena,,,,,,,,,,,,,,,,
533,m0511_0,,,,[II 4 13],511,_0,DXI,395,,,,482,,Repertorio delle armi e fortezze nello Stato pontificio,cartaceo,1600,1601,1700,,161,315,220,rilegato,pergamena,,,,,,,,,,,,,,,,
534,m0512_0,,,,[II 4 14],512,_0,DXII,399,,,,482,,Discorso sopra una canzone di Flaminio Valerini,cartaceo,1600,1601,1700,,59,220,160,rilegato,cartoncino,,,,,,,,,,,,,,,,
535,m0513_0,,,,[II 4 15],513,_0,DXIII,402,,,,483,,Borges Pietro: Discorso sopra la causa dei pp. Riformati,cartaceo,1600,1601,1700,,18,200,135,rilegato,pergamena,,,,,,,,,,,1,,,,,
536,m0514_0,,,,[II 4 16],514,_0,DXIV,410,,,,483,,Isolani Lupari alamanno: Trattato della giostra,cartaceo,1700,1701,1800,,59,250,178,rilegato,pelle,,,,,,,,,,,1,,,,,
537,m0515_0,,,,[II 4 17],515,_0,DXV,419,,,,484,,Dodoneo Selvaggio: La conclusione dei frati e l'abiuro della filosofia,cartaceo,1700,1701,1800,,33,180,125,rilegato,cartoncino,,,,,,,,,,,,,,,,
538,m0516_0,,,,[II 4 18],516,_0,DXVI,344,,,,484,,Marini Georgii Capitulare,membranaceo,1500,1501,1600,,20,190,130,rilegato,pergamena,,,,,,,,,,1,,1,1,1,1,
539,m0517_0,,,,[II 4 19],517,_0,DXVII,423,,,,485,,Storia della città di Canea,cartaceo,1700,1701,1800,,74,195,143,rilegato,cartoncino,,,,,,,,,,,,,,,,
540,m0518_0,,,,[II 4 20],518,_0,DXVIII,424,,,,485,,Badoer Giacopo: Capitolare,membranaceo,1500,1501,1600,,19,193,139,rilegato,pelle con impressioni,,,,,,,,,,1,,,1,1,1,
541,m0519_0,,,,[II 4 21],519,_0,DXIX,,,,,485-488,,"Raccolta di traduzioni toscane, di lettere e orazioni",cartaceo,1400,1401,1500,,187,233,168,rilegato,assi coperte di pelle,,,,,,,,,,,,1,,1,1,
542,m0520_0,,,,I A 1,520,_0,DXX,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 1: 523-900,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
543,m0521_0,,,,I A 2,521,_0,DXXI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 2: 900-969,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
544,m0522_0,,,,I A 3,522,_0,DXXII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 3: 969-999,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
545,m0523_0,,,,I A 4,523,_0,DXXIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 4: 999-1096,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
546,m0524_0,,,,I A 5,524,_0,DXXIV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 5: 1096-1139,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
547,m0525_0,,,,I A 6,525,_0,DXXV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 6: 1139-1169,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
548,m0526_0,,,,I A 7,526,_0,DXXVI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 7: 1169-1184,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
549,m0527_0,,,,I A 8,527,_0,DXXVII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 8: 1184-1199,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
550,m0528_0,,,,I A 9,528,_0,DXXVIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 9: 1199-1215,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
551,m0529_0,,,,I A 10,529,_0,DXXIX,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 10: 1215-1225,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
552,m0530_0,,,,I A 11,530,_0,DXXX,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 11: 1225-1244,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
553,m0531_0,,,,I A 12,531,_0,DXXXI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 12: 1244-1263,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
554,m0532_0,,,,I A 13,532,_0,DXXXII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 13: 1263-1286,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
555,m0533_0,,,,I A 14,533,_0,DXXXIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 14: 1286-1299,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
556,m0534_0,,,,I A 15,534,_0,DXXXIV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 14: 1299-1318,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
557,m0535_0,,,,I A 16,535,_0,DXXXV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 15: 1318-1332,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
558,m0536_0,,,,I A 17,536,_0,DXXXVI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 16: 1332-1347,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
559,m0537_0,,,,I A 18,537,_0,DXXXVII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 17: 1347-1356,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
560,m0538_0,,,,I A 19,538,_0,DXXXVIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 18: 1356-1375,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
561,m0539_0,,,,I A 20,539,_0,DXXXIX,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 19: 1375-1399,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
562,m0540_0,,,,I A 21,540,_0,DXL,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 20: 1399-1425,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
563,m0541_0,,,,I A 22,541,_0,DXLI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 21: 1425-1442,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
564,m0542_0,,,,I A 23,542,_0,DXLII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 22: 1442-1454,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
565,m0543_0,,,,I A 24,543,_0,DXLIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 23: 1454-1480,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
566,m0544_0,,,,I A 25,544,_0,DXLIV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 24: 1480-1498,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
567,m0545_0,,,,I A 26,545,_0,DXLV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 25: 1498-1524,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
568,m0546_0,,,,I A 27,546,_0,DXLVI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 26: 1524-1531,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
569,m0547_0,,,,I A 28,547,_0,DXLVII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 27: 1531-1538,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
570,m0548_0,,,,I A 29,548,_0,DXLVIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 28: 1538-1542,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
571,m0549_0,,,30,[II A 1],549,_0,DXLIX,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 29: 1542-1552,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
572,m0550_0,,,31,[II A 2],550,_0,DL,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 30: 1552-1565,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
573,m0551_0,,,32,[II A 3],551,_0,DLI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 31: 1565-,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
574,m0552_0,,,33,[II A 4],552,_0,DLII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 32: 1565-,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
575,m0553_0,,,34,[II A 5],553,_0,DLIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 33: 1565-1571,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
576,m0554_0,,,35,[II A 6],554,_0,DLIV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 34: 1571-1576,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
577,m0555_0,,,36,[II A 7],555,_0,DLV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 35: 1576-1586,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
578,m0556_0,,,37,[II A 8],556,_0,DLVI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 36: 1586-1588,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
579,m0557_0,,,38,[II A 9],557,_0,DLVII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 37: 1588-1596,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
580,m0558_0,,,39,[II A 10],558,_0,DLVIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 38: 1596-1599,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
581,m0559_0,,,40,[II A 11],559,_0,DLIX,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 39: 1599-1603,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
582,m0560_0,,,41,[II A 12],560,_0,DLX,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 40: 1603-1606,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
583,m0561_0,,,42,[II A 13],561,_0,DLXI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 41: 1606-1609,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
584,m0562_0,,,43,[II A 14],562,_0,DLXII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 42: 1609-1625,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
585,m0563_0,,,44,[II A 15],563,_0,DLXIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 43: 1625-1642,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
586,m0564_0,,,45,[II A 16],564,_0,DLXIV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 44: 1642-1652,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
587,m0565_0,,,46,[II A 17],565,_0,DLXV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 45: 1652-1665,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
588,m0566_0,,,47,[II A 18],566,_0,DLXVI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 46: 1665-1667,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
589,m0567_0,,,48,[II A 19],567,_0,DLXVII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 47: 1667-1673,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
590,m0568_0,,,49,[II A 20],568,_0,DLXVIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 48: 1673-1679,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
591,m0569_0,,,50,[II A 21],569,_0,DLXIX,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 49: 1679-1686,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
592,m0570_0,,,51,[II A 22],570,_0,DLXX,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 50: 1686-1695,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
593,m0571_0,,,52,[II A 23],571,_0,DLXXI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 51: 1695-,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
594,m0572_0,,,53,[II A 24],572,_0,DLXXII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 52: 1695-1704,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
595,m0573_0,,,54,[II A 25],573,_0,DLXXIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 53: 1704-,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
596,m0574_0,,,55,[II A 26],574,_0,DLXXIV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 54: 1704-,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
597,m0575_0,,,56,[II A 27],575,_0,DLXXV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 55: 1704-1709,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
598,m0576_0,,,57,[II A 28],576,_0,DLXXVI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 56: 1709-,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
599,m0577_0,,,58,[II A 29],577,_0,DLXXVII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 57: 1709-1720,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
600,m0578_0,,,59,[II A 30],578,_0,DLXXVIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 58: 1720-1730,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
601,m0579_0,,,60,[VI A 1],579,_0,DLXXIX,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 59: 1730-1745,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
602,m0580_0,,,61,[VI A 2],580,_0,DLXXX,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 60: 1745-1747,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
603,m0581_0,,,62,[VI A 3],581,_0,DLXXXI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 61: 1747-1749,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
604,m0582_0,,,63,[VI A 4],582,_0,DLXXXII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 62: 1749-1753,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
605,m0583_0,,,64,[VI A 5],583,_0,DLXXXIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 63: 1753-1755,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
606,m0584_0,,,65,[VI A 6],584,_0,DLXXXIV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 64: 1755-1756,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
607,m0585_0,,,66,[VI A 7],585,_0,DLXXXV,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 65: 1756-1758,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
608,m0586_0,,,67,[VI A 8],586,_0,DLXXXVI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 66: 1758-1760,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
609,m0587_0,,,68,[VI A 9],587,_0,DLXXXVII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 67: 1760-1762,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
610,m0588_0,,,69,[VI A 10],588,_0,DLXXXVIII,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 68: 1762-1764,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
611,m0589_0,,,70,[VI A 11],589,_0,DLXXXIX,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 69: 1764-,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
612,m0590_0,,,71,[VI A 12],590,_0,DXC,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 70: 1764-1767,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
613,m0591_0,,,72,[VI A 13],591,_0,DXCI,,,,,488-489,,Muselli Mar. Ioseph.: Acta Ecclesiae veronensis vol. 71: 1767-,cartaceo,1700,1701,1800,,230,220,153,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
